"hep-lat/9107001","Urs Heller","U.M. Heller, H. Neuberger and P. Vranas","How to Put a Heavier Higgs on the Lattice",,"Phys.Lett. B283 (1992) 335-340","10.1016/0370-2693(92)90028-3",,"hep-lat",,"  Lattice work, exploring the Higgs mass triviality bound, seems to indicate
that a strongly interacting scalar sector in the minimal standard model cannot
exist while low energy QCD phenomenology seems to indicate that it could. We
attack this puzzle using the 1/N expansion and discover a simple criterion for
selecting a lattice action that is more likely to produce a heavy Higgs
particle. Our large $N$ calculation suggests that the Higgs mass bound might be
around $850 GeV$, which is about 30% higher than previously obtained.
","[{""version"":""v1"",""created"":""Wed, 8 Apr 1992 22:58:34 GMT""}]","2009-10-22"
"hep-lat/9107002","Bernd Berg","Nelsons A. Alves, Bernd Al. Berg and Sergiu Sanielevici","Spectral Density Study of the SU(3) Deconfining Phase Transition",,"Nucl.Phys. B376 (1992) 218-252","10.1016/0550-3213(92)90075-M",,"hep-lat",,"  We present spectral density reweighting techniques adapted to the analysis of
a time series of data with a continuous range of allowed values. In a first
application we analyze action and Polyakov line data from a Monte Carlo
simulation on $L_t L^3 (L_t=2,4)$ lattices for the SU(3) deconfining phase
transition. We calculate partition function zeros, as well as maxima of the
specific heat and of the order parameter susceptibility. Details and warnings
are given concerning i) autocorrelations in computer time and ii) a reliable
extraction of partition function zeros. The finite size scaling analysis of
these data leads to precise results for the critical couplings $\beta_c$, for
the critical exponent $\nu$ and for the latent heat $\triangle s$. In both
cases ($L_t=2$ and 4), the first order nature of the transition is
substantiated.
","[{""version"":""v1"",""created"":""Wed, 8 Apr 1992 22:58:34 GMT""}]","2009-10-22"
"hep-lat/9112001","Hans Evertz","Hans Gerd Evertz","Vectorized Cluster Search",,"Nucl.Phys.Proc.Suppl. 26 (1992) 620-622","10.1016/0920-5632(92)90351-R",,"hep-lat",,"  Contrary to conventional wisdom, the construction of clusters on a lattice
can easily be vectorized, namely over each ``generation'' in a breadth first
search. This applies directly to, e.g., the {\it single cluster} variant of the
Swendsen-Wang algorithm. On a Cray Y-MP, total CPU time was reduced by a factor
3.5 -- 7 in actual applications.
","[{""version"":""v1"",""created"":""Wed, 8 Apr 1992 22:58:34 GMT""}]","2007-05-23"
"hep-lat/9112002","Robert Edwards","Robert G. Edwards, Sabino Jos\'e Ferreira, Jonathan Goodman, Alan D.
  Sokal","Multi-Grid Monte Carlo III. Two-Dimensional O(4)-Symmetric Nonlinear
  $\sigma$-Model",,"Nucl.Phys. B380 (1992) 621-664","10.1016/0550-3213(92)90262-A",,"hep-lat",,"  We study the dynamic critical behavior of the multi-grid Monte Carlo (MGMC)
algorithm with piecewise-constant interpolation applied to the two-dimensional
O(4)-symmetric nonlinear $\sigma$-model [= SU(2) principal chiral model], on
lattices up to $256 \times 256$. We find a dynamic critical exponent
$z_{int,{\cal M}^2} = 0.60 \pm 0.07$ for the W-cycle and $z_{int,{\cal M}^2} =
1.13 \pm 0.11$ for the V-cycle, compared to $z_{int,{\cal M}^2} = 2.0 \pm 0.15$
for the single-site heat-bath algorithm (subjective 68% confidence intervals).
Thus, for this asymptotically free model, critical slowing-down is greatly
reduced compared to local algorithms, but not completely eliminated. For a $256
\times 256$ lattice, W-cycle MGMC is about 35 times as efficient as a
single-site heat-bath algorithm.
","[{""version"":""v1"",""created"":""Wed, 8 Apr 1992 22:58:34 GMT""}]","2009-10-22"
"hep-lat/9201001","Jonas Berlin","Jonas Berlin","Monte Carlo Simulations of Higgs-Fermion Systems",,,,,"hep-lat",,"  To gain understanding of the Higgs-fermion sector of the standard model, we
study the one-component $Z_2$ symmetric and the four-component O(4) symmetric
scalar models coupled to staggered fermions using the hybrid Monte Carlo
algorithm. We map out the phase diagrams, and show that the $Z_2$ model has a
tree level perturbative behaviour at all points in the broken phase. The O(4)
model on the other hand is shown to have two characteristically different
behaviours; one for large Yukawa couplings where the fermions get infinitely
heavy and decouple in the continuum limit, and one for small Yukawa couplings
where the fermions remain light. For very small Yukawa couplings the fermions
show the expected tree level perturbative behaviour and for larger values the
influence of the fermions becomes substantial. After estimating the finite size
effects at small Yukawa couplings we make relatively accurate measurements of
the scalar mass and wave function renormalization constants at the point
$\kappa=0.0$ and $y=0.85-0.95$. Even though this is not the largest value
possible for the Yukawa coupling we are able to show that the bound of the
Higgs mass will move up significantly, from around $600 GeV$ to around $900
GeV$, by including fermions in the model. Likewise we show that a bound can be
put on the fermion mass, around $200 GeV$. The largest value of the bare Yukawa
coupling is obtained at rather large negative $\kappa$. Due to bad convergence
rates in the inversion of the fermion matrix, which is needed in the updating
procedure, this region has not been possible to investigate.
","[{""version"":""v1"",""created"":""Wed, 8 Apr 1992 22:58:34 GMT""}]","2007-05-23"
"hep-lat/9201002","Urs Heller","R.V. Gavai, U.M. Heller, F. Karsch, B. Plache, and T. Neuhaus","A Study of Symmetry Restoration at Finite Temperature in the O(4) Model
  Using Anisotropic Lattices",,"Nucl.Phys.Proc.Suppl. 26 (1992) 539-541","10.1016/0920-5632(92)90327-O",,"hep-lat",,"  Results of investigations of the O(4) spin model at finite temperature using
anisotropic lattices are presented. In both the large $N$ approximation and the
numerical simulations using the Wolff cluster algorithm we find that the ratio
of the symmetry restoration temperature $T_{\rm SR}$ to the Higgs mass $m_{\rm
H}$ is independent of the anisotropy. We obtain a lower bound of $0.59 \pm
0.04$ for the ratio, $T_{\rm SR}/m_{\rm H}$, at $m_{\rm H}a \simeq 0.5$, which
is lowered further by about 10% at $m_{\rm H}a \simeq 1.$
","[{""version"":""v1"",""created"":""Wed, 8 Apr 1992 22:58:34 GMT""}]","2009-10-22"
"hep-lat/9201003","Robert Edwards","S. Caracciolo, R.G. Edwards, A. Pelissetto, and A.D. Sokal","Dynamic Critical Behaviour of Wolff's Algorithm for $RP^N$
  $\sigma$-Models",,"Nucl.Phys.Proc.Suppl.26B:595-597,1992","10.1016/0920-5632(92)90344-R",,"hep-lat",,"  We study the performance of a Wolff-type embedding algorithm for $RP^N$
$\sigma$-models. We find that the algorithm in which we update the embedded
Ising model \`a la Swendsen-Wang has critical slowing-down as $z_\chi \approx
1$. If instead we update the Ising spins with a perfect algorithm which at
every iteration produces a new independent configuration, we obtain $z_\chi
\approx 0$. This shows that the Ising embedding encodes well the collective
modes of the system, and that the behaviour of the first algorithm is connected
to the poor performance of the Swendsen-Wang algorithm in dealing with a
frustrated Ising model.
","[{""version"":""v1"",""created"":""Wed, 8 Apr 1992 22:58:34 GMT""}]","2011-08-05"
"hep-lat/9201004","Urs Heller","U.M. Heller, M. Klomfass, H. Neuberger, and P. Vranas","How to Put a Heavier Higgs on the Lattice",,"Nucl.Phys.Proc.Suppl. 26 (1992) 522-524","10.1016/0920-5632(92)90322-J",,"hep-lat",,"  The cutoff dependence of the Scalar Sector of the Minimal Standard Model can
result in an increase of the existing triviality bound estimates of the Higgs
mass. We present a large $N$ calculation and some preliminary N=4 results that
suggest that the increase can be as large as 30%, resulting to a bound of about
850 G eV.
","[{""version"":""v1"",""created"":""Wed, 8 Apr 1992 22:58:34 GMT""}]","2009-10-22"
"hep-lat/9201005","Khalil Bitar","K.M. Bitar, R. Edwards, T.A. DeGrand, Steven Gottlieb, U.M. Heller,
  A.D. Kennedy, J.B. Kogut, A. Krasnitz, W. Liu, M.C. Ogilvie, R.L. Renken,
  D.K. Sinclair, R.L. Sugar, D. Toussaint, and K.C. Wang","QCD Hadron Spectroscopy with Staggered Dynamical Quarks at $\beta = 5.6$",,"Nucl.Phys.Proc.Suppl. 26 (1992) 259-261","10.1016/0920-5632(92)90246-O",,"hep-lat",,"  We present preliminary results from the 1991 HEMCGC simulations with
staggered dynamical fermions on a $16^3 \times 32$ lattice at $\beta = 5.6$
with sea quark masses $am_q = 0.025$ and 0.01. The spectroscopy was done both
for staggered valence quarks with mass equal to the sea quark masses and for
Wilson valence quarks at six different values for $\kappa$, 0.1320, 0.1410,
0.1525, 0.1565, 0.1585, and 0.1600. In addition to the measurements performed
in our earlier work, we also measured the $\Delta$ and other `extended' hadrons
for staggered valence quarks and pseudo-scalar decay constants and vector meson
matrix elements, the wave function at the origin, for Wilson valence quarks.
","[{""version"":""v1"",""created"":""Wed, 8 Apr 1992 22:58:34 GMT""}]","2009-10-22"
"hep-lat/9201006","Khalil Bitar","Khalil M. Bitar","Path Integrals and Voronin's Theorem on the Universality of the Riemann
  Zeta Function",,"Nucl. Phys. Proc. Suppl. 26 (1992) 656","10.1016/0920-5632(92)90361-U",,"hep-lat",,"  We explore a new approach to the path integral for a latticized quantum
theory. This talk is based on work with N. Khuri and H. Ren.
","[{""version"":""v1"",""created"":""Wed, 8 Apr 1992 22:58:34 GMT""}]","2009-10-22"
