"astro-ph/9204003","Jonathan Katz","J. I. Katz","The Ptolemaic Gamma-Ray Burst Universe","10 pages (Replaced to provide omitted line.)",,"10.1007/BF00645080",,"astro-ph",,"  The BATSE experiment on GRO has demonstrated the isotropic arrival directions
and flat $\log N$ {\it vs.} $\log S$ of cosmic gamma-ray bursts. These data are
best explained if the burst sources are distributed throughout an extended
spherical Galactic halo, as previously suggested by Jennings. The halo's radius
is at least 40 Kpc, and probably is more than 100 Kpc. I consider possible
origins of this halo, including primordial formation and neutron stars
recoiling from their birthplaces in the Galactic disc. A simple geometrical
model leads to a predicted relation between the dipole and quadrupole
anisotropy. I suggest that neutron stars born with low recoil become
millisecond pulsars, while those born with high recoil become the sources of
gamma-ray bursts; these populations are nearly disjoint. Quiescent counterparts
of gamma-ray bursts are predicted to be undetectably faint.
","[{""version"":""v1"",""created"":""Wed, 29 Apr 1992 16:36:30 GMT""},{""version"":""v2"",""created"":""Thu, 30 Apr 1992 20:39:38 GMT""}]","2009-10-22"
"cond-mat/9204018","Ted Hsu","Theodore C. Hsu (CRTBT-CNRS, Grenoble France)","Absence of Dipole Transitions in Vortices of Type II Superconductors","12 pages, no figures",,"10.1103/PhysRevB.46.3680",,"cond-mat",,"  The response of a single vortex to a time dependent field is examined
microscopically and an equation of motion for vortex motion at non-zero
frequencies is derived. Of interest are frequencies near $\Delta^{2}/E_{F}$,
where $\Delta$ is the bulk energy gap and $E_{F}$ is the fermi energy. The low
temperature, clean, extreme type II limit and maintaining of equilibrium with
the lattice are assumed. A simplification occurs for large planar mass
anisotropy. Thus the results may be pertinent to materials such as $NbSe_2$ and
high temperature superconductors. The expected dipole transition between core
states is hidden because of the self consistent nature of the vortex potential.
Instead the vortex itself moves and has a resonance at the frequency of the
transition.
","[{""version"":""v1"",""created"":""Thu, 30 Apr 1992 12:49:28 GMT""}]","2009-10-22"
"hep-lat/9204016","Martin Grabenstein","M.Grabenstein and K.Pinn","Acceptance Rates in Multigrid Monte Carlo","8 pages, 3 ps-figures","Phys.Rev.D45:4372-4375,1992","10.1103/PhysRevD.45.R4372",,"hep-lat",,"  An approximation formula is derived for acceptance rates of nonlocal
Metropolis updates in simulations of lattice field theories. The predictions of
the formula agree quite well with Monte Carlo simulations of 2-dimensional Sine
Gordon, XY and phi**4 models. The results are consistent with the following
rule: For a critical model with a fundamental Hamiltonian H(phi) sufficiently
high acceptance rates for a complete elimination of critical slowing down can
only be expected if the expansion of < H(phi+psi) > in terms of the shift psi
contains no relevant term (mass term).
","[{""version"":""v1"",""created"":""Thu, 30 Apr 1992 11:56:01 GMT""}]","2009-12-30"
"hep-lat/9204017",,"T. Banks, A. Dabholkar","Decoupling a Fermion Whose Mass Comes from a Yukawa Coupling:
  Nonperturbative Considerations","31 pages","Phys.Rev.D46:4016-4028,1992","10.1103/PhysRevD.46.4016",,"hep-lat hep-ph",,"  Perturbative analyses seem to suggest that fermions whose mass comes solely
from a Yukawa coupling to a scalar field can be made arbitrarily heavy, while
the scalar remains light. The effects of the fermion can be summarized by a
local effective Lagrangian for the light degrees of freedom. Using weak
coupling and large N techniques, we present a variety of models in which this
conclusion is shown to be false when nonperturbative variations of the scalar
field are considered. The heavy fermions contribute nonlocal terms to the
effective action for light degrees of freedom. This resolves paradoxes about
anomalous and nonanomalous symmetry violation in these models. Application of
these results to lattice gauge theory imply that attempts to decouple lattice
fermion doubles by the method of Swift and Smit cannot succeed, a result
already suggested by lattice calculations.
","[{""version"":""v1"",""created"":""Wed, 29 Apr 1992 20:03:54 GMT""}]","2011-04-20"
"hep-ph/9204237","Benjamin Grinstein","Peter Cho and Benjamin Grinstein","Heavy Hadron Form Factor Relations for $m_c\ne\infty$ and
  $\bas(m_c)\ne0$","11 pages, 1 figure (included)","Phys.Lett.B285:153-159,1992","10.1016/0370-2693(92)91315-Z",,"hep-ph",,"  First order power corrections to current matrix elements between heavy meson
or $\Lambda_\Q$ baryon states are shown to vanish at the zero recoil point to
all orders in QCD. Five relations among the six form factors that parametrize
the semileptonic decay $\Lambda_b \to \Lambda_c e \overline{\nu}$ are also
demonstrated to exist to all orders in the strong coupling at order $1/\mQ$ .
The $O(\bas(m_c)/m_c)$ form factor relations are displayed.
","[{""version"":""v1"",""created"":""Wed, 29 Apr 1992 16:51:09 GMT""}]","2010-11-01"
"hep-ph/9204238","Aneesh V. Manohar","Elizabeth Jenkins, Michael Luke, Aneesh V. Manohar and Martin J.
  Savage","Semileptonic $B_c$ Decay and Heavy Quark Spin Symmetry","(12 Pages, no figures)","Nucl.Phys.B390:463-473,1993","10.1016/0550-3213(93)90464-Z",,"hep-ph",,"  Semileptonic decay of the $B_c$ meson is studied in the heavy quark limit.
The six possible form factors for $B_c \rightarrow B_s (B^0),B_s^* (B^{*0})$
semileptonic decay are determined by two invariant functions. Only one of these
functions contributes at zero recoil, where it is calculable to lowest order in
an operator product expansion in terms of the meson decay constant $f_B$ and
the $B_c$ wavefunction. A similar result is found for $B_c \rightarrow
D^0,D^{*0}$ and for $B_c\rightarrow\eta_c,J/\psi$ semileptonic decay for a
restricted kinematic region. Semileptonic $B_c$ decay provides a means for
determining the KM mixing angle $|V_{ub}|$.
","[{""version"":""v1"",""created"":""Thu, 30 Apr 1992 00:22:25 GMT""}]","2016-09-01"
"hep-th/9204097","Adrian Kent","A. Kent","Singular Vectors of the Virasoro Algebra","15 pp","Phys.Lett. B273 (1991) 56-62","10.1016/0370-2693(91)90553-3",,"hep-th",,"  We give expressions for the singular vectors in the highest weight
representations of the Virasoro algebra. We verify that the expressions ---
which take the form of a product of operators applied to the highest weight
vector --- do indeed define singular vectors. These results explain the
patterns of embeddings amongst Virasoro algebra highest weight representations.
","[{""version"":""v1"",""created"":""Wed, 29 Apr 1992 20:40:28 GMT""}]","2009-10-22"
"hep-th/9204098","Adrian Kent","A. Kent","Projections of Virasoro Singular Vectors","11 pp","Phys.Lett. B278 (1992) 443-448","10.1016/0370-2693(92)90582-O",,"hep-th",,"  We use recently derived explicit formulae for the Virasoro algebra's singular
vectors to give constructive proofs of three results due to Feigin and Fuchs.
The main result, which is needed for a rigorous treatment of fusion, describes
the action of the singular vectors on conformal fields.
","[{""version"":""v1"",""created"":""Wed, 29 Apr 1992 20:43:54 GMT""}]","2009-10-22"
"hep-th/9204099","Steve Carlip","M\'aximo Ba\~nados, Claudio Teitelboim, and Jorge Zanelli","The Black Hole in Three Dimensional Space Time","This version is the one that appeared in PRL (1992), and has
  important improvements with respect to the one previously submitted to the
  archive. 13 pages, latex, no figures","Phys.Rev.Lett. 69 (1992) 1849-1851","10.1103/PhysRevLett.69.1849",,"hep-th",,"  The standard Einstein-Maxwell equations in 2+1 spacetime dimensions, with a
negative cosmological constant, admit a black hole solution. The 2+1 black hole
-characterized by mass, angular momentum and charge, defined by flux integrals
at infinity- is quite similar to its 3+1 counterpart. Anti-de Sitter space
appears as a negative energy state separated by a mass gap from the continuous
black hole spectrum. Evaluation of the partition function yields that the
entropy is equal to twice the perimeter length of the horizon.
","[{""version"":""v1"",""created"":""Wed, 29 Apr 1992 23:16:12 GMT""},{""version"":""v2"",""created"":""Tue, 5 May 1992 22:58:36 GMT""},{""version"":""v3"",""created"":""Tue, 20 Mar 2001 23:56:53 GMT""}]","2009-10-22"
"hep-th/9204100","Nicholas Philip Warner","Z. Maassarani, D. Nemeschansky and N.P. Warner","Lattice Analogues of $N=2$ Superconformal Models via Quantum Group
  Truncation","25 pages and 2 figures","Nucl.Phys. B393 (1993) 523-546","10.1016/0550-3213(93)90072-W",,"hep-th",,"  We obtain lattice models whose continuum limits correspond to $N=2$
superconformal coset models. This is done by taking the well known vertex model
whose continuum limit is the $G \times G/G$ conformal field theory, and
twisting the transfer matrix and modifying the quantum group truncation. We
find that the natural order parameters of the new models are precisely the
chiral primary fields. The integrable perturbations of the conformal field
theory limit also have natural counterparts in the lattice formulation, and
these can be incorporated into an affine quantum group structure. The
topological, twisted $N=2$ superconformal models also have lattice analogues,
and these emerge as an intermediate part of our analysis.
","[{""version"":""v1"",""created"":""Wed, 29 Apr 1992 22:35:26 GMT""}]","2009-10-22"
