"hep-ph/9209286","George Siopsis","G. Siopsis, D.B. DeLaney, S. Jadach, Ch. Shio, and B.F.L. Ward","Radiative corrections in processes at the SSC","UTHEP-92-0901, 15 pages (incl. 3 figures), LaTeX (Talk presented at
  the XXXII Cracow School of Theoretical Physics, Zakopane, June 1992)","Acta Phys.Polon. B23 (1992) 1133-1144",,,"hep-ph",,"  We discuss radiative corrections for interactions in the SSC environment.
Based on the theory of Yennie, Frautschi and Suura, we develop appropriate
Monte Carlo event generators to compute the background electromagnetic
radiation. Our results indicate that multiple-photon effects must be taken into
account in the study of SSC physics such as Higgs decay.
","[{""version"":""v1"",""created"":""Mon, 28 Sep 1992 16:57:42 GMT""}]","2007-05-23"
"hep-ph/9209287",,"B.H. Smith","Summing one-loop graphs in a theory with broken symmetry","8 pages, LaTeX, TPI-MINN-92/50-T","Phys.Rev. D47 (1993) 3518-3520","10.1103/PhysRevD.47.3518",,"hep-ph",,"  The method suggested by Lowell Brown for calculating multi-particle threshold
amplitudes is extended to the one-loop level in scalar theories with broken
reflection symmetry. A result for the threshold amplitude for multiparticle
production is derived. It is also shown that the tree-level amplitude for 2
on-mass-shell particles producing $n$ particles vanishes at the kinematical
threshold for $n>2$
","[{""version"":""v1"",""created"":""Mon, 28 Sep 1992 21:37:52 GMT""}]","2009-10-22"
"hep-ph/9209288",,"H. Lew and R.R. Volkas","Discrete quark-lepton symmetry need not pose a cosmological domain wall
  problem","35pp, LATEX, PURD-TH-92-10","Phys.Rev. D47 (1993) 1356-1369","10.1103/PhysRevD.47.1356",,"hep-ph",,"  Quarks and leptons may be related to each other through a spontaneously
broken discrete symmetry. Models with acceptable and interesting collider
phenomenology have been constructed which incorporate this idea. However, the
standard Hot Big Bang model of cosmology is generally considered to eschew
spontaneously broken discrete symmetries because they often lead to the
formation of unacceptably massive domain walls. We point out that there are a
number of plausible quark-lepton symmetric models which do not produce
cosmologically troublesome domain walls. We also raise what we think are some
interesting questions concerning anomalous discrete symmetries.
","[{""version"":""v1"",""created"":""Mon, 28 Sep 1992 22:43:01 GMT""}]","2009-10-22"
"hep-ph/9209289","Boris Blok","B. Blok and M. Shifman","The Rule of Discarding $1/N_c$ in Inclusive Weak Decays. II","preprint NSF-ITP-92-115,TPI-MINN-92/52-T 20 pages, latex file","Nucl.Phys. B399 (1993) 459-476","10.1016/0550-3213(93)90505-J",,"hep-ph",,"  We calculate the leading preasymptotic correction to the inclusive width
$b\rightarrow \bar c c s$ (two massive quarks in the final state) due to the
operator $\vec \sigma \vec H$. It is found that this correction tends to cancel
the $1/N_c$ part of the inclusive width calculated using naive factorization.
The absolute value of the effect is of order 0.25. We also discuss how
quark-hadron duality is realized in the inclusive decays.
","[{""version"":""v1"",""created"":""Tue, 29 Sep 1992 01:11:00 GMT""}]","2009-10-22"
"hep-ph/9209290","Aldo Deandrea","R. Casalbuoni, A. Deandrea, S. De Curtis, N. Di Bartolomeo, D.
  Dominici, F. Feruglio, R. Gatto","The Extended Bess Model: Bounds from Precision Electroweak Measurements","LaTeX (style article), 28 pages, 7 figures, UGVA-DPT 1992/07-778, v2
  only updates the original broken TeX file","Nucl.Phys. B409 (1993) 257-289","10.1016/0550-3213(93)90580-I",,"hep-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We present an effective Lagrangian parameterization describing scalar,
vector, and axial-vector bound states, originating from a strong breaking of
the electroweak symmetry, based on the global symmetry $SU(N)_L\otimes
SU(N)_R$. In this approach vector and axial-vector bound states are gauge
bosons associated to a hidden $SU(N)_L\otimes SU(N)_R$ symmetry. After the
gauging of the electroweak symmetry, the corrections to the self-energies of
the standard model gauge bosons are calculated and bounds on the parameter
space of the model arising from precision measurements are studied. The
self-energy corrections arise from spin 1 mixings, pseudogoldstones loops,
pseudogoldstone-spin 1 loops, and tadpole terms. The one-loop terms tend to
decrease both isospin conserving and isospin violating corrections. Careful
calculation for standard $SU(8)$ QCD-scaled technicolor shows that strictly
this model (which has however serious theoretical difficulties on his own) is
still marginally allowed at present experimental precision.
","[{""version"":""v1"",""created"":""Tue, 29 Sep 1992 09:26:00 GMT""},{""version"":""v2"",""created"":""Fri, 15 May 2015 14:35:37 GMT""}]","2015-05-18"
"hep-th/9209113","Steve Giddings","Steven B. Giddings","Toy Models For Black Hole Evaporation","18 pages, UCSBTH-92-36. (Minor typo corrected.)",,,,"hep-th gr-qc",,"  These are lecture notes for the 1992 Erice Workshop on Theoretical Physics.
They first present a summary of the paradox of information loss to black holes,
of its proposed resolutions, and of the flaws in the proposed resolutions.
There follows a review of recent attempts to attack this problem, and other
issues in black hole physics, using two-dimensional dilaton gravity theories as
toy models. These toy models contain collapsing black holes and have for the
first time enabled an explicit semiclassical treatment of the backreaction of
the Hawking radiation on the geometry of an evaporating black hole. However, a
complete answer to the information conundrum seems to require physics beyond
the semiclassical approximation. Preliminary attempts to make progress in this
direction, using connections to conformal field theory, are described.
","[{""version"":""v1"",""created"":""Tue, 29 Sep 1992 00:19:49 GMT""},{""version"":""v2"",""created"":""Wed, 11 Nov 1992 02:30:12 GMT""}]","2009-09-25"
"hep-th/9209114",,"A.N. Kirillov, P. Mathieu, D. S\'en\'echal and M.A. Walton","Crystallising the Depth Rule for WZNW Fusion Coefficients","5 pages, harvmac, LETH-PHY-9/92 (LAVAL-PHY-23/92)",,,,"hep-th",,"  Motivated by a formula (due to Zelobenko) for finite Lie algebra tensor
products, we propose a reformulation of the Gepner-Witten depth rule.
Implementation of this rule remains difficult, however, since the basis states
convenient for calculating tensor product coefficients do not have a
well-defined depth. To avoid this problem, we present a `crystal depth rule',
that gives a lower bound for the minimum level at which a WZNW fusion appears.
The bound seems to be quite accurate for $su(N>3),$ and for $su(3)$ the rule is
proven to be exact. (Talk presented by M.W. at the XIXth International
Colloquium on Group Theoretical Methods in Physics.)
","[{""version"":""v1"",""created"":""Tue, 29 Sep 1992 00:23:13 GMT""}]","2007-05-23"
"hep-th/9209116","Renata Kallosh","Renata Kallosh and Amanda Peet","Dilaton Black Holes Near the Horizon","10 pages, SU-ITP-92-27","Phys.Rev.D46:5223-5227,1992","10.1103/PhysRevD.46.R5223",,"hep-th",,"  Generic $U(1)^2$ 4-d black holes with unbroken $N=1$ supersymmetry are shown
to tend to a Robinson-Bertotti type geometry with a linear dilaton and doubling
of unbroken supersymmetries near the horizon. Purely magnetic dilatonic black
holes, which have unbroken $N=2$ supersymmetry, behave near the horizon as a
2-d linear dilaton vacuum $\otimes \, S^2$. This geometry is invariant under 8
supersymmetries, i.e. half of the original $N=4$ supersymmetries are unbroken.
The supersymmetric positivity bound, which requires the mass of the 4-d dilaton
black holes to be greater than or equal to the central charge, corresponds to
positivity of mass for a class of stringy 2-d black holes.
","[{""version"":""v1"",""created"":""Tue, 29 Sep 1992 02:21:56 GMT""},{""version"":""v2"",""created"":""Tue, 29 Sep 1992 23:36:58 GMT""}]","2010-01-06"
"hep-th/9209117","Mirjam Cvetic","Mirjam Cvetic and Stephen Griffies","Domain Walls in $N=1$ Supergravity","17 pages Talk given at the International Symposium on Black Holes,
  Membranes, Wormholes, and Superstrings, The Woodlands, Texas, January, 1992,
  UPR-527-T (Comments in chapter 6 on AdS-Minkowski wall induced space-time
  have been slightly changed)",,,,"hep-th gr-qc",,"  We discuss a study of domain walls in $N=1, d=4$ supergravity. The walls
saturate the Bogomol'nyi bound of wall energy per unit area thus proving
stability of the classical solution. They interpolate between two vacua whose
cosmological constant is non-positive and in general different. The matter
configuration and induced geometry are static. We discuss the field theoretic
realization of these walls and classify three canonical configurations with
examples. The space-time induced by a wall interpolating between the Minkowski
(topology $\Re^{4}$) and anti-de~Sitter (topology $S^{1}(time) \times
\Re^{3}(space)$) vacua is discussed. (Comments in chapter 6 on AdS-Minkowski
wall induced space-time have been slightly changed)
","[{""version"":""v1"",""created"":""Mon, 28 Sep 1992 22:20:15 GMT""},{""version"":""v2"",""created"":""Thu, 8 Oct 1992 22:14:04 GMT""}]","2008-02-03"
"hep-th/9209118",,"Shin'ichi Nojiri and Ichiro Oda","Dilatonic Supergravity in Two Dimensions and the Disappearance of
  Quantum Black Hole","NDA-FP-8/92, OCHA--PP-30, 13pp","Mod.Phys.Lett. A8 (1993) 53-62","10.1142/S0217732393000064",,"hep-th",,"  We analyze a supergravity theory coupled to a dilaton and superconformal
matters in two dimensions. This theory is classically soluble and we find all
the solutions appeared in Callan, Giddings, Harvey and Strominger's dilatonic
gravity also satisfy the constraints and the equations of motion in this
supersymmetric theory. We quantize this theory by following the procedure of
Distler, Hlousek and Kawai. In the quantum action, the cosmological term is
renormalized to vanish. As a result, any solution corresponding to classical
black hole does not appear in the quantum theory, which should be compared with
the non-supersymmetric case.
","[{""version"":""v1"",""created"":""Tue, 29 Sep 1992 06:52:45 GMT""}]","2009-10-22"
